realUp,summ_context
0,김준영 대표는 프리챌 의 전 상무이사로 커뮤니티 모임 플랫폼인 썬더링 을 출시하였습니다 이 플랫폼은 취미와 취향 기반의 글로벌 커뮤니티를 만들며 번개 핫딜 그룹 등 주요 카테고리를 통해 사용자 간의 만남과 모임을 촉진합니다 실시간 위치기반 서비스 할인 행사 및 소상공인 지원 기능을 제공하여 접근성과 편의성을 강조했습니다 플랫폼은 광고나 수수료 없이 운영되며 다양한 언어를 지원합니다 썬더링 업그레이드는 더욱 진보된 기능과 인기를 약속하고 있습니다 이 앱은 구글 플레이스토어 애플 앱스토어 및 원스토어를 통해 다운로드할 수 있습니다
0,공구우먼이 무상증자를 발표함에 따라 주요 주주인 인베스트먼트가 주가가 급등하고 있습니다 공구우먼은 소유주식당 주를 신주로 배정하는 무상증자를 진행할 예정입니다 인베스트먼트 인베스트 는 공구우먼의 지분 약 를 보유하고 있으며 상장 후 개월 동안 주식을 매각하지 않기로 약속했습니다 이 소식이 인베스트의 주가가 급상승하는 주요한 요인이 되고 있습니다
0,다음 뉴스 업데이트는 금융 시장 및 기업 활동에 관한 것입니다 주요 사항은 다음과 같습니다 대신밸런스제 호스팩의 대표이사가 사임하고 새로운 대표이사로 교체되었습니다 지앤텍벤처투자가 대신밸런스제 호스팩 최대주주가 되었으며 이는 합병 결과로 인한 변경입니다 국영지앤엠은 대우조선해양건설과 억원 규모의 아파트 건설공급 계약을 체결했습니다 인포마크는 마크티와 스피커 공급에 대한 억원의 계약을 체결했습니다 피코그램이 현저한 시황 변동에 대해 조회공시를 요구받았습니다 조광 가 무상증자를 실시하고 주식을 분할합니다 한국테크놀로지가 한국인베스트먼트뱅크와의 합병을 완료하였습니다 휴먼엔은 태민철강과 국내 해상 고철 납품에 대한 억원의 계약을 체결했습니다 거래소는 노블엠앤비를 불성실 공시법인으로 지정할 예정입니다
1,세계보건기구 가 원숭이두창을 세계적인 비상사태로 선언할 가능성이 있다고 언급함에 따라 관련 주식들이 상승세를 보이고 있습니다 미코바이오메드 녹십자엠에스 블루베리 등 여러 회사 주가가 크게 올랐습니다 는 오는 일 전문가 회의를 열고 원숭이두창의 이상 확산 상황에 따른 비상사태 선언 여부를 결정할 예정입니다 공중보건 비상사태로 선포될 경우 이는 코로나 와 소아마비만 적용되는 최고 경계 수준으로 간주됩니다
1,일 코스닥은 전날의 하락을 뒤엎고 포인트 상승한 로 마감했습니다 미국 금리인상 불확실성이 해소되면서 기관과 외국인이 주도적으로 주식을 사들이는 모습을 보였습니다 시가총액 상위 종목 중 알테오젠 대주전자재료 엔켐 등 주요 기업들이 큰 폭으로 상승했으며 전기차 배터리 소재주가 에너지솔루션의 설비 투자 소식에 힘입어 강세를 보였습니다
1,전날보다 하락한 으로 마감된 코스닥 지수입니다 개인 및 외국인의 매수에 힘입어 낙폭이 줄었지만 기관의 팔자 세가 더 크게 작용했습니다 뉴욕증시의 급락과 함께 코스닥은 출발부터 대 하락세를 보였으나 중국의 소비촉진 정책 및 일본은행의 완화적 통화정책 유지 등으로 인해 오후 들어 낙폭을 축소할 수 있었습니다 주요 종목들은 혼조세를 보였고 부품 의료 및 정밀기기 등의 일부 업종이 선방했습니다
0,라씨로는 인공지능 기반 주식 정보 및 종목 매매 신호를 제공하는 전자신문 증권 정보 앱입니다 매매 타이밍을 받기 위해서는 플레이스토어에서 라씨로 앱을 다운로드하세요 모바일 웨어러블 기기 부품 전문기업 하이딥이 상한가를 기록했습니다 상승세는 갤럭시워치 에 터치 독점 공급과 스타일러스 펜 시장 진출 계획으로 인한 성장 잠재력이 평가받았기 때문입니다 라씨로에서 실시간 속보 및 매매 신호를 확인하세요
0,레몬이 전기자동차용 고체전지 전해질 지지제 개발 성공으로 거래일 연속 상한가를 기록했습니다 이 기술은 전고체 전지에서 사용되며 현재 리튬이온 전지보다 성능이 더 우수합니다 레몬은 인장 강도가 향상되고 고온에서 열적 안정성이 있는 제품을 개발했으며 일본 신슈대학과 텐마특수제지 기술센터와 공동 연구 끝에 이루어졌습니다 상용화 검토는 진행 중입니다 매매 신호 및 실시간 매매 타이밍을 받고 싶다면 라씨로 앱을 다운로드하세요
1,주요 내용 요약 너테크 가 유럽 홀딩스 코퍼레이션과 억원 규모의 각형 차전지 조립공정 제조장비 공급 계약을 체결했습니다 하인크코리아 는 무이자부 무기명식 사모전환사채 전환권 행사로 주식 만주가 상장됩니다 엠에프엠코리아 가 미아스패션의 주식을 취득하며 해외 법인에 대한 추가 출자를 통해 재무구조 개선을 추진합니다 프로스테믹스 는 와의 억원 규모 공급 계약을 해지했습니다 엔켐 은 운영자금을 위해 억원 규모의 유상증자를 결정했습니다 좋은사람들 이 제기된 직무집행정지가처분 신청이 기각되었습니다
0,셀루메드는 백신 및 치료제 생산을 위한 효소를 개발하는 데 성공하여 국내외 상장사 및 대기업들에 공급할 계획입니다 회사의 최대주주인 인스코비는 셀루메드에 대한 지분을 늘려 바이오 자회사에 대한 지원을 강화하고 있습니다 또한 미국 현지 법인과 협력하여 글로벌 마케팅 분야에서의 협력을 확대할 예정입니다
0,코스닥 지수가 전 거래일 대비 포인트 하락하며 장중과 종가 기준 연저점을 다시 경신했습니다 미국 뉴욕증권거래소에서 다우존스 나스닥이 일제히 상승 마감한 것과 달리 국내 증시는 약세를 보였습니다 외국인의 대규모 매도세가 원화 약세에 기인하며 지수 하락을 이끌었습니다 또한 미 연방준비제도 의 긴축 정책 영향으로 투자심리가 위축되었습니다 지수는 미국 대 지표가 반등한 다음날 큰 폭으로 하락하는 경향이 있으며 수출 감소 및 러시아에 대한 추가 제재 가능성 등 국내 경제에 대한 부정적 요인이 있습니다 개인은 순매수세를 보였으나 외국인과 기관은 주로 매도했습니다 시총 상위 종목들도 대부분 약세였고 원숭이두창 관련주는 급등하였습니다
0,일 농업 관련 종목이 상승세를 보이고 있습니다 성보화학 효성오앤비 조비가 주요 테마로 꼽히고 있습니다 기상청은 일에 전국적인 강수 가능성을 예보하고 있으며 이로 인해 장마 후 농작물 복구를 위한 수요가 증가하여 농업 및 비료주들의 상승이 예상됩니다 라씨로는 주식 정보에 대한 분석과 매매 타이밍을 제공합니다 자세한 정보는 전자신문의 기사에서 확인하세요
0,원숭이두창 의심 사례가 증가함에 따라 진단 기술을 보유한 국내 바이오 기업 미코바이오메드의 주가가 급상승하고 있습니다 질병관리청과 협력하여 개발한 원숭이두창 진단 기술은 현재까지 종의 병원체를 검사할 수 있으며 회사는 가지 병원체에 대한 진단 기기를 성공적으로 개발하였습니다 또한 미코바이오메드는 직무발명보상 우수기업으로 선정되었으며 특허 출원 및 등록 건수에 대해 임직원을 지원하고 보상합니다 회사에 따르면 이번 인정은 연구개발을 강화하기 위한 투자와 지식재산권 창출에 더욱 적극적인 노력을 기울이게 될 것이라고 합니다
1,국보 금동삼존불감이 케이옥션 경매에서 시작가인 억 원을 넘지 못해 유찰되었습니다 미술품 경매장 업체 케이옥션은 대 무상증자를 발표한 후 주가가 상승했습니다 보통주 한 주당 두 주의 신주를 발행하여 총 만 주의 신규주가 발생하게 됩니다 이로 인해 기존 만 주였던 발행주식 수는 만 주로 증가할 예정입니다 무상증자로 인한 주주확정일은 월 일이며 신주는 월 일에 상장될 예정입니다
1,디와이디 와 삼부토건 은 우크라이나의 전쟁 복구 및 재건을 위한 사업에 공동으로 참여하기 위해 업무협력 양해각서 를 체결하였습니다 이 협약 하에 유라시아경제인협회 는 사업 플랫폼 구축 상대국 협력 기관 선정 법률 자문 제공 등을 진행할 예정입니다 는 전체 프로젝트를 추진하고 실행하면서 현지 법인 설립 및 현지 업체와의 공동 사업 추진을 담당합니다 이 는 우크라이나지원공동대책위 유라시아경제인협회 발기인 대회 및 창립 총회에서 발표되었습니다 관계자는 전쟁으로 피해를 입은 우크라이나를 돕고 건설 부문을 통해 다양한 재건 사업에 기여하겠다는 의지를 표명했습니다
1,실리콘투는 자사주 만 주를 약 억 천만원에 소각하기로 결정했습니다 이 조치로 자본금은 변동 없이 유지되며 주주가치 향상과 자본시장과의 소통을 강화하려는 목적이 있습니다 소각 예정일은 오는 일입니다 해당 글에서는 다양한 주식 코드와 해당 주식 수에 대한 정보가 나열되어 있습니다 그러나 제공된 정보만으로는 요약하기 어렵습니다 특정 주식이나 주가에 관심이 있다면 더 자세한 분석을 위해 관련 증권사나 투자 전문가에게 문의하는 것이 좋습니다
0,미래에셋증권 고수익 투자자들에 따르면 에코프로비엠이 이날 가장 많이 구매된 종목이었으며 무상증자에 따른 권리락 착시 효과로 인한 투자 관심이 집중되었습니다 노터스 범한퓨얼셀 알테오젠 엘앤에프 등이 매수 상위권에 올랐습니다 반면 최다 매도 종목은 노터스였습니다 미래에셋증권은 자사 고객의 수익 상위 투자자들의 매매 내용을 집계하여 공개하고 있지만 이것이 회사의 의견과 무관하다고 강조합니다 테마주 관련종목의 이상급등락 가능성도 주의해야 한다고 언급하였습니다
0,코스피 지수는 외국인 및 기관의 매도세로 인해 하락하여 로 마감했습니다 이는 외국인의 순매도 거래일 연속 기관의 순매도 거래일 연속을 기록한 것으로 코스피는 장중 한 때 년 개월 만에 처음으로 선 아래를 기록하기도 했습니다 하락세에도 불구하고 개인은 거래일 연속 매수세를 이어갔습니다 원 달러 환율도 전 거래일보다 소폭 내렸습니다 미국 경제 침체 우려와 중국의 나토 대항 경제 보복 가능성 마이크론의 가이던스 하향 등이 국내 증시의 하락에 영향을 미친 것으로 분석됩니다 대형주가 하락했고 중소형주는 각각 내렸습니다 삼성전자와 하이닉스는 주 신고가를 기록했습니다
0,코스닥 지수는 기관과 외국인의 거래일 연속 순매도 압력으로 하락하여 선을 기록했습니다 개인만이 매수를 유지했으며 코스닥 지수는 포인트 내린 에 마감하였습니다 일반 전기전자업종이 이상 급락하며 가장 큰 하락세를 보였고 대부분의 업종이 약세를 보였습니다 시가총액 상위주 중 씨젠 알테오젠 등이 크게 하락했고 위메이드와 셀트리온헬스케어 등은 소폭 상승했습니다 거래량은 억 천 백만주를 넘었고 거래대금은 조 천 백억원 수준이었습니다
0,이데일리 김겨레 기자가 작성한 기사에서 코스닥지수가 연속 다섯 거래일 동안 하락하며 장중 연저점을 기록했다고 합니다 지수는 전 거래일 대비 내린 으로 마감했습니다 외국인과 기관이 각각 억원 억원을 순매도했으며 개인이 억원을 순매수하였습니다 건설과 금속 등 여러 업종이 하락세를 보였고 시가총액 상위 종목들은 혼조세를 보였습니다 상한가를 기록한 종목으로는 에스와이 공구우먼 수젠텍 이화전기 삼성스팩 호 가 있습니다 거래량은 억 만주 거래대금은 조 억 만원으로 집계되었습니다
1,제목 해외 원숭이두창 확산으로 국내 진단키트 업체 관심 급증 연구개발 가속화 요약 최근 해외 원숭이두창 감염 사례가 증가함에 따라 국내 진단키트 업체들이 제품 개발에 나서고 있습니다 코로나 진단키트로 성공을 거둔 수젠텍 휴마시스 랩지노믹스 등 주요 기업들은 원숭이두창 분자진단 제품을 연구하고 있으며 일부 업체는 전용 추출기와 기술을 활용한 키트를 개발했다고 발표했습니다 아직 제품들은 주로 연구용으로 허가 절차가 진행 중이지 않지만 원숭이두창 확산세가 심화될 경우 시장에 신속하게 진입할 준비가 되어 있습니다 진단키트 업계 관계자는 코로나 팬데믹 이후의 우려감과 함께 원숭이두창이 여러 나라에 퍼지고 있어 주가에 영향을 미치고 있다고 전했습니다
1,코스닥지수가 외국인 및 기관의 순매수로 인해 일 상승했습니다 지수는 상승하여 종가기준으로 선을 회복했으며 이는 지난달 일 이후 처음입니다 저가에 매수하려는 수요가 나타나며 바닥을 잡으려는 시도가 있었습니다 대부분의 업종이 상승하였으며 진단키트 관련주들이 강세를 보였습니다 무상증자를 발표한 모아데이타와 케이옥션은 상한가를 기록했습니다
1,오늘은 다음의 주요 뉴스들이 발표되었습니다 대성엘텍 최대주주 변경 노바렉스 유상증자 결정 모아데이타 무상증자 실시 한국교육학술정보원과의 계약 체결 윈하이텍 현대건설에 대한 공급계약 인트론바이오 주식 취득신탁 설정 뉴보텍 최대주주 변경 광무 엔켐과 리튬염 공급 계약 쌍용정보통신 지능형 나이스 구축 계약 또한 차바이오텍 우리기술투자 국순당 코오롱글로벌 등 다양한 기업의 코드 및 주가 관련 정보가 제공됩니다
0,일 코스닥지수는 약세로 출발했으나 이후 반등해 으로 전 거래일 대비 포인트 상승했습니다 개인과 기관이 순매수세를 보였고 외국인 투자자만 매도하였습니다 오락 신성장기업 등 일부 업종이 강세를 보이고 있으며 금속 건설 등은 약세를 보였습니다 코스닥 상위 시가총액 종목들은 혼조세를 나타냈고 케이옥션 골드앤에스 등 다수의 종목이 상한가를 기록했습니다
0,아이퀘스트가 소프트웨어 전문기업 디포커스를 인수하면서 주가가 상승하고 있습니다 인수로 인해 비즈니스 분석 역량을 강화하고 사업 다각화를 추진하겠다는 계획입니다 차바이오텍 우리기술투자 코오롱글로벌 등 다른 주식들도 언급되어 있지만 주된 초점은 아이퀘스트와 디포커스 인수에 맞춰져 있습니다
1,주식회사 모아데이타 케이옥션 공구우먼은 무상증자 발표로 인해 장 초반 주가가 급등했습니다 무상증자는 기존 주주들에게 무료로 새로운 주식을 배정하는 것으로 주주들의 소유 지분을 늘리고 유동성 향상으로 이어질 수 있습니다 이 회사들은 각각 전 거래일 대비 에서 최대 이상 상승하며 투자자들의 관심을 끌고 있습니다 그러나 무상증자 발표만으로 주가 상승이 지속될지는 불확실하므로 투자자들은 항상 시장 동향을 면밀히 모니터링하고 정보에 입각한 결정을 내려야 합니다
0,라씨로는 기반 증권 정보 애플리케이션으로 주식 정보와 종목 매매 신호를 제공합니다 플레이스토어에서 라씨로 를 다운로드해 기업 뉴스 시장 동향을 확인하고 매매 타이밍을 받아보세요 미술품 경매장 케이옥션의 주가가 무상증자 권리락 효과에 힘입어 이틀 연속 상한가를 기록했습니다 이로 인해 주가가 일시적으로 상승하는 현상이 발생했는데 이는 무상증자로 인한 주식 수 증가로 주당 가격이 낮아지는 착시 효과를 초래하기 때문입니다 휴머노이드 기사로 작성되었으며 라씨로는 실시간 속보와 매매 신호를 제공합니다
0,자 친구야 이 뉴스 기사에서 다양한 회사들이 여러 가지 일들을 하고 있어 어떤 기업들은 더 많은 돈을 마련하기 위해 새로운 채권을 팔거나 다른 사업체를 사고팔기도 해 또 몇몇 기업은 새 제품을 개발하거나 다른 회사에 투자하거나 심지어 빚을 청산하려고 무상감자라는 것을 하기도 해 이런 뉴스들은 사람들이 주식 시장에서 이 회사들의 주식을 사고 팔 때 도움이 돼 기억해 이건 정말 큰 게임이야
0,한국거래소 유가증권시장본부가 시디즈 주식회사에 현저한 시황변동에 대한 조회공시를 요구하였습니다 공시 기한인 일 오후 시까지 제공해야 합니다 해당 목록에는 차바이오텍 우리기술투자 국순당 코오롱글로벌 등 다양한 주식들과 그들의 코드 번호가 포함되어 있습니다 요약하자면 한국거래소가 시디즈에 중요한 시장 상황 변화에 대한 정보를 요청하고 있으며 관련 주식과 코드 번호 목록을 제공합니다
0,코스닥 지수가 개인투자자의 매도에도 불구하고 외국인과 기관 투자자들의 순매수로 인해 전 거래일 대비 상승하여 로 마감하였습니다 엔화 강세에도 불구하고 외국인 사자 유입이 지속되며 지수를 끌어올렸습니다 시가총액 상위 종목은 혼조세를 보였으며 에스엠의 주가가 에스파의 미니앨범 선주문량 증가에 힘입어 상승하였습니다 일본 니케이지수는 아베 신조 전 총리 피격 소식에 일부 상승분을 반납하며 상승으로 마감했습니다
0,바이오니아 는 탈모 증상 완화 기능성 화장품 코스메르나 가 독일 더마테스트 안전성 최고등급을 획득한 소식에 주가가 크게 상승했습니다 코스메르나는 임상시험에서 최소 주간 피부과 전문의에 의해 적용된 애플리케이션 테스트에서 최우수 등급을 받았습니다 그러나 지난해 주성분인 의 안전성에 대한 우려로 식품의약품안전처로부터 허가를 받지 못했습니다
0,이 뉴스는 한국 코스닥지수에 관한 것으로 기관 투자자들의 거래일 연속 매도 이후 개인 투자자들이 사자에 나섰습니다 지수는 선에서 등락을 거듭하며 혼조세를 보였고 금리 압박은 다소 줄어들었으나 경기 하방 우려가 여전히 남아있습니다 제약 및 음식료담배 등의 업종이 상승하였고 전기 전자 및 부품 등은 하락했습니다 시가총액 상위주들은 엇갈린 성과를 보였습니다 모비스와 한국비엔씨가 상한가를 기록했고 케이옥션은 큰 폭의 하락세를 보였습니다
0,미래에셋증권에서 거래하는 고수익 투자자 주식 초고수 들이 일 오전 가장 많이 사들인 종목은 바이오사이언스였으며 한국비엔씨 바이오니아 에스디바이오센서 등이 뒤를 이었습니다 이들 기업은 코로나 백신과 치료제 개발 및 판매 탈모 증상 완화 기능성 화장품 출시 글로벌 체외진단 기업 인수 계획 등 다양한 활동을 하고 있습니다
0,코스닥지수는 하락세를 보이며 낙폭이 확대되고 있습니다 글로벌 경기침체에 대한 우려와 주요 기업의 실적 발표 등이 영향을 미쳤습니다 개인투자자는 순매수세를 유지한 반면 외국인과 기관투자가는 매도세입니다 대부분의 업종이 약세를 보이고 있으며 필수소비재 관련주는 상대적으로 덜 하락하고 있습니다 시가총액 상위주들도 대체로 하락 중이나 와 카카오게임즈 등은 상승세를 기록했습니다 상한가를 기록한 종목으로는 비투엔과 피엔케이피부임상연구센타 등이 있으며 하한가는 비츠로시스가 경험하고 있습니다
0,해당 기사는 유가증권 및 코스닥 시장에서 다양한 회사의 주요 뉴스와 업데이트를 다루고 있습니다 주요 내용으로는 삼성전자와 반도체 검사 장비 공급 계약 체결 하이텍의 반도체 설계 분사 계획 일양약품의 신경 퇴행성 질환 치료 관련 특허 취득 카카오뱅크 임원의 주식 매수 건설의 공동주택 신축 사업 수주 계약 등이 있습니다 또한 코스닥 시장의 뉴스로 무상증자 결정 기술 도입 계약 체결 자기주식 취득 신탁계약 체결 및 기타 주요 회사의 거래 등도 포함되어 있습니다 요약하자면 유가증권 및 코스닥 시장에서 다양한 회사의 성과와 이벤트에 관한 종합적인 개요를 제공하고 있습니다
0,한국형 코로나 백신 코비힐 이 추마코프 연구소로부터의 기술이전을 거쳐 월 중 생산을 시작할 예정입니다 파마바이오테크글로벌 은 소아마비 뇌염 간염 백신을 개발한 러시아 유일의 국영 기관인 추마코프 연구소의 코비박 백신 기술을 이전받았습니다 는 국내 대학 바이오 연구진이 검토 중인 만 페이지에 달하는 기술이전 자료를 받았습니다 기술 이전을 통해 는 원료의약품 및 완제의약품을 생산할 수 있는 능력을 확보하게 되며 추마코프 연구소는 한국의 자체 생산 능력을 키우기 위해 전문 인력을 파견하고 공동 생산을 진행할 예정입니다 국내에서 생산된 백신은 전량 해외로 수출될 계획이며 러시아와 니카라과를 포함한 동남아시아 및 아프리카 국가들과 협상을 진행 중입니다
0,코스닥지수는 등락을 거듭했으나 개인의 매수세로 인해 상승 마감했습니다 코스닥지수는 전 거래일보다 포인트 오른 에 거래를 마쳤습니다 외국인 및 기관은 팔자 를 보였지만 개인투자자는 순매수하며 지수를 끌어올렸습니다 업종별로는 출판매체 오락 등 여러 부문이 상승세를 보였습니다 시가총액 상위주 중에는 에코프로 씨젠 등이 상승한 반면 등은 하락했습니다 무상증자를 발표한 조광 와 케이티알파는 상한가에 도달했으며 네이처셀도 이상 상승하였습니다
0,요약하자면 다음과 같습니다 바이오스마트 신용카드 공급업체 선정 입찰 관련 부당한 공동행위로 과징금 억 만원을 부과받음 자기자본 대비 에 해당함 공정위 최종의결서 수령 후 이의신청이나 행정소송 제기 예정 메디콕스 채권자와 협의하에 억 만 원 규모 무보증 사모 전환사채를 만기전 취득 결정 주당 전환가액은 원으로 자기자본 대비 원텍 식품의약품안전처로부터 의료기기 제조품목허가를 획득함 알비더블유 최대주주가 김진우 및 특수관계인 인으로 변경 소유비율은 케어젠 스킨케어 및 헤어케어 제품 공급 계약 해지로 인한 매출 영향 약 최근 매출액 대비 아이진 신주인수권 행사로 만 주가 발행됨 이사회에서 결정한 주가는 원 상장 예정일은 월 일 아우딘퓨쳐스 코스닥시장으로부터 전환사채권 관련 지연 공시 이유로 불성실공시법인 지정 예고받음 세종메디칼 운영자금 확보를 위해 장외에서 자기주식 만 주를 처분하기로 결정 처분 예정금액은 억 만 원 처분 예정기간은 월 일까지 차바이오텍 대법원이 상고를 기각하며 횡령 및 위조사문서 행사 관련 징역 년과 벌금 억원을 확정함 횡령 금액은 자기자본 대비 에 해당하는 억원 국순당 운영자금 확보를 위해 주권 양수도 방식으로 자금을 조달할 계획임 자금조달 규모는 공개되지 않았음 코오롱글로벌 지난해 실적과 사업 전망이 호조를 보여 기관투자자 대상 미팅에서 주가가 상승함 회사는 글로벌 타이어 제조업체인 넥센타이어의 지분을 보유하고 있음
1,주식 시장에서 주목할 만한 소식들을 간략히 알려드리겠습니다 증권은 주가 안정화와 주주가치 향상을 위해 자기주식 취득 신탁계약을 체결하였습니다 는 상장 적격성 실질 심사 절차를 재개하였으며 개선 계획 이행내역서를 제출하였습니다 중앙디앤엠은 억 규모의 분양대행용역을 계약하였고 제이스코홀딩스는 차입금 증액을 결정하여 재무구조 개선을 추진합니다 프로스테믹스는 운영자금 확보를 위해 단기차입금을 증가시키기로 하였고 트루윈은 신사업 시너지를 위해 지분을 취득하였습니다 연이비앤티는 상장폐지 결정에 대한 효력정지 가처분 신청을 제출하였으며 디와이디는 골프장 건설용 토지 매입 계약을 체결하였습니다 차바이오텍의 최대주주 변경 국순당과 코오롱글로벌 등의 주식 관련 뉴스가 있습니다
0,한산 용의 출현 은 년 명량 이후 이순신 장군을 소재로 한 두 번째 영화로 기대감이 높습니다 해당 영화는 명량해전 년 전인 한산대첩을 배경으로 하고 있으며 개봉 예정일은 월 일입니다 지난 일 진행된 시사회에서 호평이 이어졌고 명량을 뛰어넘는 작품 이라는 평가를 받고 있습니다 대성창투는 명량 에 투자하여 큰 수익을 올렸던 경험이 있어 이번 영화 투자 수혜를 기대할 만합니다
0,미국 기술주 강세로 인해 코스닥이 거래일 연속 상승 마감했습니다 코스닥 지수는 전 거래일 대비 오른 로 마감하였습니다 주요 상승 원인은 넷플릭스와 테슬라 같은 미국 대형 기업들의 긍정적인 실적 발표 및 반도체 지원 법안 가결 기대감 그리고 유럽에 대한 러시아의 가스 공급 재개 소식으로 인한 달러 가치 하락이 외국인 수급에 유리하게 작용했습니다 기관과 개인이 순매수세를 보인 반면 외국인은 억 원을 팔아치웠습니다 특히 와 동진쎄미켐 같은 반도체 관련 종목이 크게 상승하였습니다 비대면 교육주 역시 정부 원격수업 지원 정책에 힘입어 강세를 보였습니다
0,코스피지수가 전일 대비 포인트 하락해 로 마감했습니다 개인과 외국인은 순매수 기관은 순매도하였습니다 상승 업종보다 하락 업종이 더 많았으며 시가총액 상위 종목들도 대부분 하락세를 보였습니다 평화홀딩스와 평화산업이 상한가를 기록했고 현대로템은 크게 올랐으나 플레이그램과 코오롱글로벌우는 큰 폭으로 내렸습니다
0,미래에셋증권 거래 고객의 주식 초고수들이 가장 많이 매수한 종목은 네이버이며 이어서 금양 현대로템 순입니다 네이버는 현재 주가가 연초 대비 하락해 저가매수세가 유입되고 있으며 하반기 수익성 개선이 예상됩니다 최근 차전지 사업을 시작한 금양은 국내 주요 기업과의 파트너십을 통해 관련 분야에서 주목받고 있습니다 호실적 발표와 폴란드에 무기 수출 가능성으로 현대로템의 주가가 상승세를 보이고 있습니다
0,요약하자면 코스닥지수는 개인과 외국인의 순매수세로 인해 상승세를 보이며 포인트로 거래되고 있습니다 제약 유통 출판매체 등의 업종이 강세를 보이고 있으며 셀트리온헬스케어와 에코프로 등이 주도하고 있습니다 그러나 디지털 및 일부 다른 업종의 주가는 약세를 보입니다 상위 시가총액 종목들은 혼조세를 보이고 있으며 부진한 실적을 발표한 위메이드와 같은 회사들이 하락세를 보였습니다 차바이오텍 우리기술투자 등 특정 종목이 시장에서 주목받고 있습니다
0,오늘 뉴인텍 주가가 폭스바겐과 등 유럽 완성차 업체들의 방문 소식이 전해지면서 급등했습니다 뉴인텍은 현대자동차의 핵심 협력사로 하이브리드 및 전기차용 커패시터를 전문으로 생산하는 기업입니다 외국 자동차 회사들이 전기차 시장 확대에 대비하여 기술력이 뛰어난 현대자동차 협력사에 관심을 보이며 뉴인텍 주가에 영향을 미쳤습니다
0,일 지투파워와 엔지켐생명과학이 무상증자 발표로 주가가 급등하였습니다 지투파워는 보통주 주당 신주 주를 배정하는 무상증자를 실시한다고 공시하였고 엔지켐생명과학은 보통주 및 전환우선주에 대해 신주 주를 발행할 계획입니다 이러한 행보가 두 회사 주가를 크게 상승시킨 것으로 분석됩니다
0,인공지능 기반 주식 정보 앱인 라씨로는 가 선별하고 분석한 투자 정보와 매매 타이밍을 제공합니다 미래나노텍은 포스코케미칼과 공급 계약을 체결한 관련주로 주가가 크게 상승했습니다 양사는 전남 광양공장에서 생산되는 하이니켈 양극재를 내년부터 년까지 에너지솔루션의 합작사 얼티엄셀즈에 공급할 예정입니다 미래나노텍은 양극재 첨가제 및 수산화리튬 분말 가공을 포스코케미칼에 납품하고 있습니다
0,조일알미늄 주식 은 미국 양극박 생산기지 설립 소식 덕분에 강세입니다 조일알미늄과 롯데케미칼이 총 억원을 투자해 켄터키주에 롯데 알미늄 머티리얼즈 를 설립하였습니다 롯데알미늄은 이 프로젝트에 지분 를 가지고 있습니다 양극박은 리튬 이온 배터리의 필수 구성요소로 조일알미늄과 같은 관련주들은 최근 주가가 상승했습니다
1,코스닥 지수가 외국인과 기관이 동반 순매수하면서 거래일 연속 상승 한 달 반 만에 선을 회복하며 마감하였습니다 통신서비스와 건설업종이 크게 올랐으며 와 펄어비스가 각각 이상 상승했습니다 반면 씨젠은 하락했습니다 상한가는 개 종목이 기록되었습니다
0,압타바이오는 아이수지낙시브 를 이용해 당뇨병성 신증 치료제 개발 중인 임상 상에서 통계적 유효성을 입증했다고 발표했습니다 해당 약물은 유럽의 개국에서 진행된 임상 시험에서 환자의 소변 알부민 크레아티닌 비율을 위약군 대비 약 이상 감소시켰으며 신장 기능을 나타내는 중요한 지표인 사구체여과율 도 증가하는 결과를 나타냈습니다 이번 성공으로 압타바이오의 플랫폼 파이프라인에 대한 가치 평가가 새롭게 이루어질 것으로 기대되며 코로나 치료제 및 당뇨성망막병증 치료제와 같은 다른 파이프라인의 임상 성공 가능성에 대한 전망이 밝아졌습니다 현재 글로벌 빅파마들과의 기술수출 협상이 진행 중으로 좋은 결과가 예상됩니다
0,센트랄모텍 주가는 이 전기차와 자율주행자동차 기술 개발에 조원을 투자한다는 발표에 힘입어 급등하였습니다 이 회사는 테슬라 등에 알루미늄 컨트롤암을 공급하고 있습니다 이러한 투자는 센트랄모텍과 같은 자동차 부품 회사에 유리한 환경을 만들 것으로 기대됩니다
0,일 코스닥지수가 외국인의 매수세로 인해 상승해 선에 마감했습니다 개인과 기관은 각각 순매도한 반면 외국인은 억원을 순매수하였습니다 일반전기전자 금속 등 여러 업종이 상승세를 보였고 특히 차 전지 관련 종목들이 강세를 보였습니다 코스닥 상위 시가총액 종목들은 혼조세를 나타냈으며 일부 기업은 하락했습니다 현대바이오랜드 국일신동 제닉 등은 상한가를 기록했으며 는 급락하였습니다 거래량은 억 만 주였으며 총 거래대금은 조 억 만원이었습니다
0,코스닥지수는 강보합으로 출발했으나 이후 하락 전환하여 까지 내려가며 선을 위협했습니다 개인은 순매수 중이며 나홀로 억원을 기록하고 있습니다 외국인과 기관은 각각 억원 억원을 순매도 중입니다 금속 출판 매체복제 등 일부 업종이 상승세를 보였고 다른 대부분의 업종은 하락했습니다 시가총액 상위 종목들은 혼조세이며 국일신동 이 급등하는 등 개별 종목에 따라 큰 변동이 있었습니다
